Name,Latitude,Longitude,Type
N/A,51.4942013,-0.2216795,Parking_lot
N/A,51.5280288,-0.4684367,Parking_lot
N/A,51.530933,-0.4622337,Parking_lot
N/A,51.5036566,-0.4787397,Parking_lot
N/A,51.4863254,-0.4836408,Parking_lot
N/A,51.4936654,-0.1016868,Parking_lot
N/A,51.6121273,-0.1748605,Parking_lot
N/A,51.4938636,-0.0956633,Parking_lot
N/A,51.4940127,-0.0960645,Parking_lot
N/A,51.5018226,-0.4764274,Parking_lot
N/A,51.4999753,-0.1194561,Parking_lot
N/A,51.5445103,-0.4759454,Parking_lot
N/A,51.4586848,-0.3068453,Parking_lot
N/A,51.5184556,-0.4784239,Parking_lot
N/A,51.4993357,-0.0209118,Parking_lot
N/A,51.5378991,-0.4828256,Parking_lot
N/A,51.4583632,-0.4039109,Parking_lot
N/A,51.535035,-0.486963,Parking_lot
N/A,51.5347372,-0.4860744,Parking_lot
N/A,51.5320432,-0.4855765,Parking_lot
N/A,51.5326267,-0.482906,Parking_lot
N/A,51.5319642,-0.4830786,Parking_lot
N/A,51.5169092,-0.4373784,Parking_lot
N/A,51.5399612,-0.0013618,Parking_lot
N/A,51.5101135,-0.4732665,Parking_lot
N/A,51.546245,-0.4771411,Parking_lot
N/A,51.5488208,-0.4803356,Parking_lot
N/A,51.5491379,-0.4818459,Parking_lot
N/A,51.4934252,0.0554786,Parking_lot
Visitor Parking,51.5099792,-0.0054247,Parking_lot
N/A,51.5097847,-0.0059166,Parking_lot
N/A,51.5095472,-0.0052151,Parking_lot
N/A,51.5439832,-0.4785613,Parking_lot
N/A,51.5478778,-0.4799773,Parking_lot
N/A,51.5483863,-0.4818031,Parking_lot
N/A,51.5483001,-0.4816213,Parking_lot
N/A,51.5351158,-0.1819839,Parking_lot
N/A,51.4933864,-0.2218518,Parking_lot
N/A,51.4921277,-0.2228726,Parking_lot
British Heart Foundation Customer Car Park,51.3574654,-0.1499712,Parking_lot
N/A,51.4939796,-0.1186245,Parking_lot
N/A,51.5458755,-0.0123948,Parking_lot
N/A,51.5220254,-0.1608187,Parking_lot
N/A,51.5385618,-0.1487793,Parking_lot
N/A,51.5385091,-0.1486431,Parking_lot
N/A,51.5371126,-0.1472563,Parking_lot
N/A,51.5288185,-0.1449497,Parking_lot
N/A,51.5478433,-0.1933423,Parking_lot
N/A,51.5439916,0.0134512,Parking_lot
N/A,51.5439181,0.0131814,Parking_lot
N/A,51.5567433,-0.2141695,Parking_lot
N/A,51.6306498,-0.1866883,Parking_lot
N/A,51.629312,-0.1755111,Parking_lot
N/A,51.5466524,-0.0074593,Parking_lot
N/A,51.5565965,0.0005145,Parking_lot
N/A,51.6663363,-0.1749331,Parking_lot
N/A,51.5285451,-0.1667002,Parking_lot
Westferry Circus Car Park,51.5058555,-0.0262372,Parking_lot
N/A,51.4845158,-0.1806874,Parking_lot
N/A,51.5757904,0.0878939,Parking_lot
N/A,51.5755856,0.0890869,Parking_lot
N/A,51.5513666,-0.1280772,Parking_lot
N/A,51.5293478,-0.1222754,Parking_lot
N/A,51.5296718,-0.1192236,Parking_lot
N/A,51.5374907,-0.0034698,Parking_lot
N/A,51.5640902,-0.1798726,Parking_lot
N/A,51.4275805,-0.0904499,Parking_lot
N/A,51.5043946,-0.4762613,Parking_lot
N/A,51.5202523,-0.1551473,Parking_lot
N/A,51.5131798,-0.0029266,Parking_lot
Finsbury Square Car Park,51.5214497,-0.0865785,Parking_lot
N/A,51.5359363,0.0089049,Parking_lot
N/A,51.5065972,-0.2169902,Parking_lot
N/A,51.506714,-0.2171282,Parking_lot
N/A,51.5073388,-0.2172813,Parking_lot
N/A,51.43963,-0.19117,Parking_lot
N/A,51.5144373,0.0110462,Parking_lot
N/A,51.4887177,0.0664892,Parking_lot
N/A,51.5416029,-0.0083989,Parking_lot
N/A,51.5574702,-0.013971,Parking_lot
N/A,51.5253501,0.0249613,Parking_lot
N/A,51.4866741,-0.1502228,Parking_lot
N/A,51.5644745,-0.0705571,Parking_lot
N/A,42.9643277,-81.134419,Parking_lot
N/A,51.477743,-0.0141081,Parking_lot
N/A,51.5021649,-0.1156977,Parking_lot
N/A,51.5044722,-0.2143572,Parking_lot
N/A,51.4864764,-0.1148763,Parking_lot
N/A,42.9175631,-81.2141385,Parking_lot
N/A,51.4879099,0.0039422,Parking_lot
N/A,51.4867056,-0.1135095,Parking_lot
N/A,51.4866919,-0.1134058,Parking_lot
N/A,51.4841948,-0.12132,Parking_lot
N/A,51.4840992,-0.1213658,Parking_lot
N/A,51.4839673,-0.1208982,Parking_lot
N/A,51.4808297,-0.132211,Parking_lot
N/A,51.4806658,-0.1199792,Parking_lot
N/A,51.4807212,-0.1199328,Parking_lot
N/A,51.4807782,-0.1198795,Parking_lot
N/A,51.4809303,-0.1198983,Parking_lot
N/A,51.4809827,-0.1198478,Parking_lot
N/A,51.4810178,-0.1198152,Parking_lot
N/A,51.4805905,-0.1188996,Parking_lot
N/A,51.5008317,-0.085574,Parking_lot
N/A,51.5991013,-0.4091039,Parking_lot
N/A,51.5258155,-0.4819259,Parking_lot
N/A,51.4719516,-0.1650734,Parking_lot
Novotel car park,51.4942009,-0.1189077,Parking_lot
N/A,51.4937651,-0.119785,Parking_lot
N/A,51.5188008,-0.0532849,Parking_lot
N/A,51.4871285,-0.1163992,Parking_lot
N/A,51.488959,-0.1101051,Parking_lot
N/A,51.4201255,0.0206284,Parking_lot
N/A,51.413973,-0.0507304,Parking_lot
N/A,42.9833381,-81.2426642,Parking_lot
N/A,51.6151841,-0.2447529,Parking_lot
N/A,51.5103651,-0.0321094,Parking_lot
Cabot Square Car Park,51.5053804,-0.0234008,Parking_lot
N/A,51.4333724,-0.1964145,Parking_lot
N/A,51.5073949,-0.0207044,Parking_lot
N/A,51.5057118,-0.0701486,Parking_lot
N/A,51.5064366,-0.0572619,Parking_lot
N/A,51.508483,-0.0266143,Parking_lot
N/A,51.5357207,-0.006925,Parking_lot
N/A,51.433558,-0.1968022,Parking_lot
N/A,51.5081293,-0.023855,Parking_lot
N/A,51.5135823,-0.0013704,Parking_lot
N/A,51.5106618,-0.0125375,Parking_lot
N/A,51.5138979,-0.0142162,Parking_lot
N/A,51.5119733,-0.1132872,Parking_lot
N/A,51.4954759,-0.0273519,Parking_lot
Canary Riverside Parking,51.506108,-0.0278654,Parking_lot
N/A,51.4699747,-0.363161,Parking_lot
N/A,51.5198577,-0.0094139,Parking_lot
N/A,51.5143846,-0.0056092,Parking_lot
N/A,51.4852408,0.081401,Parking_lot
N/A,51.593378,-0.2453426,Parking_lot
N/A,51.4876255,-0.044044,Parking_lot
N/A,51.5464406,0.0065821,Parking_lot
N/A,51.4675517,-0.3695021,Parking_lot
N/A,51.4820079,-0.4678866,Parking_lot
N/A,51.6333628,-0.1307719,Parking_lot
N/A,51.4149682,-0.0143625,Parking_lot
N/A,51.5838537,-0.1316367,Parking_lot
N/A,51.3931316,-0.0270313,Parking_lot
N/A,51.3894185,-0.0258136,Parking_lot
N/A,51.5493056,-0.1378771,Parking_lot
N/A,51.4128877,-0.2910358,Parking_lot
N/A,51.4326812,-0.3286606,Parking_lot
N/A,51.5044973,-0.2143707,Parking_lot
N/A,51.4379086,-0.1065563,Parking_lot
N/A,51.6668989,-0.1618472,Parking_lot
N/A,51.4285036,-0.0140457,Parking_lot
N/A,51.5550165,-0.1260962,Parking_lot
N/A,51.5550275,-0.1260936,Parking_lot
N/A,51.4628901,-0.1028602,Parking_lot
N/A,51.398841,-0.0411289,Parking_lot
N/A,51.5814076,-0.1996014,Parking_lot
N/A,51.4815261,0.1653004,Parking_lot
N/A,51.4821353,0.1656782,Parking_lot
N/A,51.5477825,-0.0037175,Parking_lot
N/A,51.5395728,-0.4601008,Parking_lot
Sainsbury's,51.4812258,-0.1282218,Parking_lot
Grainges Car Park,51.5454105,-0.4815036,Parking_lot
Cedars Car Park,51.5475387,-0.4821443,Parking_lot
N/A,51.4249457,-0.0391511,Parking_lot
N/A,51.4253916,-0.0386701,Parking_lot
N/A,51.6518261,-0.0644718,Parking_lot
N/A,51.574614,-0.3355776,Parking_lot
N/A,51.666416,-0.1352243,Parking_lot
N/A,51.509136,-0.3387658,Parking_lot
Cornwall Road Parking,51.50623,-0.1110639,Parking_lot
N/A,51.5747475,-0.3352965,Parking_lot
N/A,51.5071604,-0.1302097,Parking_lot
QPark Chinatown,51.512357,-0.1295014,Parking_lot
Soho Cark Park,51.5153419,-0.142835,Parking_lot
N/A,51.5167427,-0.1662628,Parking_lot
N/A,51.5150102,-0.1638537,Parking_lot
N/A,51.4526403,-0.3137251,Parking_lot
N/A,51.5788128,-0.2419189,Parking_lot
Lyon Road Short Stay Parking,51.5814296,-0.3325106,Parking_lot
St Johns Road Short Stay Parking,51.5816612,-0.3325043,Parking_lot
Melbourne Road,51.3617375,-0.1497871,Parking_lot
N/A,51.3589443,-0.2165092,Parking_lot
N/A,51.46848,-0.2105291,Parking_lot
N/A,51.5949601,-0.1080728,Parking_lot
Old Fire Station,51.5067273,-0.0362479,Parking_lot
N/A,51.5022375,-0.050155,Parking_lot
Clipstone Street Parking,51.5215218,-0.140931,Parking_lot
Gibson Road Car Park,51.3625172,-0.1972229,Parking_lot
St. Nicholas Centre,51.3643561,-0.1951157,Parking_lot
Saint Georges Shopping Centre,51.5812493,-0.3398085,Parking_lot
N/A,51.6181453,-0.3099593,Parking_lot
Sainsbury's car park,51.6166252,-0.3118618,Parking_lot
N/A,51.620312,-0.3104131,Parking_lot
N/A,51.5090999,-0.3257172,Parking_lot
N/A,51.5222646,-0.0759669,Parking_lot
N/A,51.6292047,-0.1190636,Parking_lot
N/A,51.354293,-0.2172682,Parking_lot
N/A,51.6809711,-0.0424486,Parking_lot
Ryde House Car Park,51.4562846,-0.3101163,Parking_lot
N/A,51.5644683,-0.3609076,Parking_lot
N/A,51.4979007,-0.1073105,Parking_lot
N/A,51.5616167,-0.0174672,Parking_lot
Hayes Station Car Park,51.3762183,0.0097138,Parking_lot
N/A,51.3981122,0.1043862,Parking_lot
N/A,51.5422604,0.0012228,Parking_lot
NCP Car Park London Docklands City Harbour,51.494605,-0.0149053,Parking_lot
Dolphin Square,51.486687,-0.1374218,Parking_lot
N/A,51.5588855,-0.1131162,Parking_lot
Southbank Centre,51.5060021,-0.1158875,Parking_lot
N/A,43.0492416,-81.2504007,Parking_lot
N/A,51.4092592,-0.3041798,Parking_lot
Derby Car Parking,51.3779709,-0.1039488,Parking_lot
Factory Lane Car Park,51.3761439,-0.1073926,Parking_lot
N/A,51.4442286,-0.1358158,Parking_lot
N/A,51.3658941,0.0531888,Parking_lot
N/A,51.4559203,0.143033,Parking_lot
N/A,51.4555031,0.1450328,Parking_lot
N/A,51.4573108,0.1438913,Parking_lot
N/A,42.9820397,-81.2475709,Parking_lot
N/A,42.9827095,-81.2478754,Parking_lot
Ealing Broadway Shopping Centre,51.5127254,-0.3024512,Parking_lot
N/A,51.4105362,-0.3077268,Parking_lot
N/A,51.5247855,-0.1643932,Parking_lot
Q-Park Church Street,51.5223299,-0.1701861,Parking_lot
Bell Street Car Park,51.5204327,-0.1699134,Parking_lot
Grosvenor Hill NCP,51.5112116,-0.1463236,Parking_lot
N/A,51.5108888,-0.184382,Parking_lot
St John's Wood Car Park,51.5342147,-0.1731685,Parking_lot
N/A,51.5344024,-0.1678006,Parking_lot
N/A,51.5228884,-0.1666316,Parking_lot
N/A,51.5481592,-0.251129,Parking_lot
Harrods Car Park,51.498228,-0.1637319,Parking_lot
N/A,51.3988254,-0.0409623,Parking_lot
Horseferry Road,51.4955243,-0.1321135,Parking_lot
N/A,43.0784486,-81.3866397,Parking_lot
N/A,51.4057182,-0.0302949,Parking_lot
N/A,51.4620286,-0.2156375,Parking_lot
N/A,51.5730548,-0.0197078,Parking_lot
N/A,51.5199738,-0.154613,Parking_lot
N/A,51.5224031,0.1521809,Parking_lot
N/A,51.5215807,0.1553137,Parking_lot
N/A,51.5827404,-0.1144471,Parking_lot
N/A,51.5828868,-0.1146374,Parking_lot
N/A,51.5140402,-0.124517,Parking_lot
N/A,51.5333769,-0.1268098,Parking_lot
Woburn Place Car Park,51.5237711,-0.1265088,Parking_lot
N/A,51.5018106,-0.1709533,Parking_lot
N/A,42.9723095,-81.2884486,Parking_lot
N/A,42.9085501,-81.3040021,Parking_lot
N/A,51.4016912,0.0153413,Parking_lot
N/A,51.4020971,0.0177224,Parking_lot
N/A,51.4338729,-0.1029668,Parking_lot
N/A,51.5325376,-0.032714,Parking_lot
Finsbury Square Car Park,51.5211284,-0.0868931,Parking_lot
N/A,51.5154788,-0.1244458,Parking_lot
N/A,51.5495586,-0.0539745,Parking_lot
N/A,51.4902365,-0.1608477,Parking_lot
Cadogan Place NCP,51.497727,-0.1581228,Parking_lot
NCP,51.5103511,-0.1506259,Parking_lot
Grosvenor Hotel Garage,51.5100119,-0.1536465,Parking_lot
N/A,51.5088337,-0.1240559,Parking_lot
N/A,51.6129389,-0.0639268,Parking_lot
N/A,51.3196566,-0.0641134,Parking_lot
N/A,51.5227421,-0.177155,Parking_lot
N/A,51.5432798,-0.0364728,Parking_lot
N/A,51.4776021,-0.0978372,Parking_lot
N/A,51.4752636,-0.0935989,Parking_lot
N/A,51.6078813,-0.0247199,Parking_lot
N/A,51.4924872,-0.2577517,Parking_lot
N/A,51.4925407,-0.2566788,Parking_lot
N/A,51.4932621,-0.257889,Parking_lot
N/A,51.4262528,-0.1320456,Parking_lot
N/A,51.5160793,-0.1890892,Parking_lot
N/A,51.497798,-0.1362062,Parking_lot
Drury Lane,51.5155233,-0.1223905,Parking_lot
N/A,51.5736758,-0.0711936,Parking_lot
Pimlico Sainsbury's,51.4933629,-0.1422955,Parking_lot
Q Park Pimlico,51.4900692,-0.1467042,Parking_lot
N/A,51.403941,0.0181847,Parking_lot
N/A,51.517904,-0.1420908,Parking_lot
N/A,51.539569,0.1615679,Parking_lot
N/A,51.5352492,0.0798569,Parking_lot
N/A,51.498449,-0.158238,Parking_lot
Hatton Garden Car Park,51.5211045,-0.1094071,Parking_lot
N/A,51.5390909,0.0090736,Parking_lot
N/A,51.5041692,-0.101169,Parking_lot
Kendal Street Car Park,51.5156151,-0.1644427,Parking_lot
N/A,51.5827233,0.2751407,Parking_lot
Red River UK Ltd,51.5519507,-0.0751647,Parking_lot
N/A,51.4854263,-0.2506233,Parking_lot
N/A,51.5030395,-0.1137042,Parking_lot
N/A,51.3998477,0.0454459,Parking_lot
Berners Street Car Park,51.5235406,-0.1238284,Parking_lot
N/A,51.5455084,-0.0487038,Parking_lot
N/A,51.4548649,-0.2293813,Parking_lot
N/A,51.5223281,-0.1949764,Parking_lot
N/A,51.5128825,-0.2028865,Parking_lot
N/A,51.4169208,-0.3733502,Parking_lot
Carpark @ Kilburn Market,51.5390289,-0.1955787,Parking_lot
N/A,51.4828083,-0.2040641,Parking_lot
N/A,51.4048028,-0.3036492,Parking_lot
N/A,51.4051181,-0.3035636,Parking_lot
N/A,51.4050385,-0.3035593,Parking_lot
N/A,51.5715501,-0.0187791,Parking_lot
N/A,51.5709497,-0.0184019,Parking_lot
N/A,42.9800241,-81.2520288,Parking_lot
N/A,42.9899872,-81.2503839,Parking_lot
N/A,42.9900443,-81.2514603,Parking_lot
N/A,51.4214734,0.0481334,Parking_lot
N/A,51.5305386,-0.1788168,Parking_lot
N/A,51.549533,-0.1436816,Parking_lot
N/A,51.6661675,-0.0908624,Parking_lot
N/A,51.6663265,-0.0899735,Parking_lot
N/A,51.5276993,-0.0973856,Parking_lot
Wangey Road,51.5694036,0.1294347,Parking_lot
N/A,51.5166661,-0.1579901,Parking_lot
N/A,51.5225806,-0.1956646,Parking_lot
N/A,51.5498177,-0.1706958,Parking_lot
N/A,51.5352744,-0.1732275,Parking_lot
N/A,51.5067781,-0.1124238,Parking_lot
Warren Evans car park,51.5422785,-0.1407713,Parking_lot
N/A,51.5473897,-0.2052062,Parking_lot
N/A,51.5229232,-0.1172064,Parking_lot
Holborn Car Park,51.5163873,-0.1247182,Parking_lot
N/A,51.5269852,-0.109357,Parking_lot
Portman Square car park,51.5163982,-0.1574203,Parking_lot
N/A,51.5063514,-0.1990046,Parking_lot
N/A,51.6588168,-0.0873946,Parking_lot
N/A,51.3649379,-0.2985623,Parking_lot
N/A,51.3647034,-0.2980205,Parking_lot
N/A,51.3637296,-0.3005093,Parking_lot
Visitors' Parking,51.3429289,-0.1891912,Parking_lot
N/A,51.4641556,-0.2171022,Parking_lot
N/A,51.522147,-0.2057932,Parking_lot
N/A,51.4738957,-0.1824586,Parking_lot
N/A,51.3603947,-0.1933123,Parking_lot
N/A,51.3669427,-0.1956032,Parking_lot
Sainsbury's Parking,51.3579209,-0.1481223,Parking_lot
N/A,51.6594059,-0.090613,Parking_lot
N/A,51.5013247,-0.0526688,Parking_lot
N/A,51.5356774,-0.1046998,Parking_lot
N/A,51.463188,-0.3221971,Parking_lot
Electric Car Charge Point,51.4500507,0.0595163,Parking_lot
N/A,51.4983503,-0.1003449,Parking_lot
N/A,51.4878096,-0.1709248,Parking_lot
N/A,51.5203447,-0.0756759,Parking_lot
N/A,51.5009081,-0.183554,Parking_lot
N/A,51.4818119,-0.1849836,Parking_lot
N/A,51.5236206,-0.1661896,Parking_lot
N/A,51.4553404,0.1546373,Parking_lot
N/A,51.4756732,-0.1829556,Parking_lot
N/A,51.4766971,-0.1822361,Parking_lot
Lodge Farm Park,51.5834134,0.191759,Parking_lot
N/A,51.6578767,-0.0884487,Parking_lot
Judd Street Car Park,51.5267132,-0.1233922,Parking_lot
N/A,51.5159687,-0.2080023,Parking_lot
Eastcote Station Car Park,51.5770429,-0.3962414,Parking_lot
Devonshire Lodge Car Park,51.5789899,-0.3982129,Parking_lot
Jewson Car Park,51.5764695,-0.3957908,Parking_lot
N/A,51.6012997,-0.3200316,Parking_lot
Kingshill Drive,51.6002401,-0.3167593,Parking_lot
N/A,51.5787732,-0.4000866,Parking_lot
N/A,51.5902434,0.2692608,Parking_lot
N/A,51.4604178,0.1257953,Parking_lot
QPark Knightsbridge,51.4998681,-0.1572526,Parking_lot
N/A,51.5240749,-0.1850237,Parking_lot
N/A,51.5075488,-0.1357038,Parking_lot
N/A,51.5068977,-0.1358994,Parking_lot
N/A,51.525106,-0.121306,Parking_lot
N/A,51.5267661,-0.1196719,Parking_lot
N/A,51.5313871,-0.1320814,Parking_lot
N/A,51.5277449,-0.0192823,Parking_lot
Euro Car Park,51.5025573,-0.1884784,Parking_lot
Abingdon Street Car Park,51.4978692,-0.1263922,Parking_lot
Canada Square Car Park Entrance,51.5043337,-0.0156759,Parking_lot
N/A,51.3716773,-0.1356859,Parking_lot
N/A,51.4733324,-0.1346199,Parking_lot
N/A,51.5389086,0.0089355,Parking_lot
Tesco,51.3735177,0.0961676,Parking_lot
Memorial car park,51.3737865,0.0969146,Parking_lot
Sainsbury's,51.3760057,0.1006186,Parking_lot
Walnuts Shopping Centre,51.3772884,0.1021154,Parking_lot
Silver Street,51.6547243,-0.0807355,Parking_lot
N/A,51.6047201,-0.02436,Parking_lot
N/A,51.5369113,-0.0040395,Parking_lot
N/A,51.5365155,-0.0047115,Parking_lot
Sanderstead Station Parking,51.3483032,-0.0933362,Parking_lot
N/A,51.5308642,-0.1409805,Parking_lot
Warden Car Park,51.4737051,-0.0374669,Parking_lot
N/A,51.4736166,-0.0362226,Parking_lot
N/A,51.4739798,-0.0368686,Parking_lot
N/A,51.3582846,-0.1903149,Parking_lot
N/A,51.4495854,0.1755698,Parking_lot
N/A,51.4744197,-0.0357186,Parking_lot
Edward Square & Prince Regent Court Parking,51.5067398,-0.0359574,Parking_lot
N/A,51.50684,-0.0365792,Parking_lot
Edward Square Parking,51.5067715,-0.0367964,Parking_lot
Westfield London Car Park A and B,51.5082044,-0.2220401,Parking_lot
Waitrose,51.5461517,-0.1800193,Parking_lot
N/A,51.4800914,-0.1104881,Parking_lot
N/A,51.4637367,-0.1629996,Parking_lot
N/A,51.5083354,-0.0238743,Parking_lot
N/A,51.510086,0.1976691,Parking_lot
N/A,51.4968938,-0.0145332,Parking_lot
N/A,51.4273969,-0.090028,Parking_lot
Jubilee Place Car Park,51.5031315,-0.0189389,Parking_lot
N/A,51.6170451,-0.1752698,Parking_lot
Members Only Churchill Place Parking,51.5044639,-0.0131537,Parking_lot
N/A,51.4202453,-0.0854324,Parking_lot
N/A,51.5763716,-0.289126,Parking_lot
N/A,51.5230685,-0.1548509,Parking_lot
Sherwood Court Car Park,51.5181076,-0.1633968,Parking_lot
N/A,51.5526173,-0.1554935,Parking_lot
N/A,51.5203518,-0.1458141,Parking_lot
NCP Victoria Car Park,51.4922075,-0.1498272,Parking_lot
N/A,51.4097769,-0.3047149,Parking_lot
N/A,51.4099308,-0.3035803,Parking_lot
St. Mary's Hospital,51.5174679,-0.1753826,Parking_lot
N/A,51.5762814,-0.017011,Parking_lot
N/A,51.2955633,-0.1116347,Parking_lot
N/A,51.50619,-0.3349897,Parking_lot
Winston Churchill Theatre Car Park,51.579081,-0.4293493,Parking_lot
N/A,51.6115345,-0.0969548,Parking_lot
N/A,51.5019739,-0.0509183,Parking_lot
N/A,51.5101281,-0.2804167,Parking_lot
N/A,51.5990936,-0.1120055,Parking_lot
Orange Car Park Entrance East,51.5091442,0.0303501,Parking_lot
Orange Car Park Entrance West,51.5091776,0.0275458,Parking_lot
N/A,51.5235475,-0.1252056,Parking_lot
N/A,51.5227627,-0.1357622,Parking_lot
N/A,51.4482287,-0.3351761,Parking_lot
N/A,51.4743711,0.0019831,Parking_lot
N/A,51.5013225,-0.0529246,Parking_lot
N/A,51.473517,-0.0637047,Parking_lot
Brent Civic Centre,51.559102,-0.282109,Parking_lot
London Park Towers Hotel,51.5017772,-0.1588487,Parking_lot
Fairfield Road Car Park,51.6159448,-0.0636488,Parking_lot
N/A,51.6367382,-0.0615326,Parking_lot
N/A,51.6367591,-0.0615339,Parking_lot
N/A,51.6171688,-0.1107977,Parking_lot
N/A,51.6016175,0.0379268,Parking_lot
N/A,51.4842467,-0.4518964,Parking_lot
N/A,51.5741264,-0.3514033,Parking_lot
N/A,51.5814536,-0.346465,Parking_lot
N/A,51.5810258,-0.3428081,Parking_lot
N/A,51.5689772,-0.3440817,Parking_lot
Holbeach Road Car Park,51.4464684,-0.0209353,Parking_lot
N/A,51.5137289,-0.1153288,Parking_lot
Chesterfield House Car Park,51.5071715,-0.1498973,Parking_lot
N/A,51.5391414,0.2045776,Parking_lot
N/A,51.4926077,-0.0997157,Parking_lot
N/A,51.5170128,-0.1751842,Parking_lot
N/A,51.517216,-0.1748254,Parking_lot
N/A,51.5336325,-0.1917532,Parking_lot
N/A,51.5963147,-0.121197,Parking_lot
N/A,51.4090589,-0.3021406,Parking_lot
Central Square,51.5518571,-0.2953717,Parking_lot
Brae Court Residential Car park,51.4083107,-0.0868208,Parking_lot
N/A,51.4096926,-0.3013847,Parking_lot
N/A,51.5340026,-0.2021711,Parking_lot
N/A,51.4144754,-0.0531976,Parking_lot
Hillingdon Civic Centre Staff Car Park,51.5438477,-0.4773779,Parking_lot
N/A,51.5432167,-0.4776424,Parking_lot
N/A,51.5223928,-0.142496,Parking_lot
N/A,51.5708172,-0.0902633,Parking_lot
N/A,51.5715974,-0.0891358,Parking_lot
N/A,51.5392129,-0.1749544,Parking_lot
N/A,51.5391796,-0.1746007,Parking_lot
N/A,51.563285,-0.2352702,Parking_lot
N/A,51.5634463,-0.2337142,Parking_lot
N/A,51.5635085,-0.2333659,Parking_lot
N/A,51.5636886,-0.2346614,Parking_lot
N/A,51.5640937,-0.2341196,Parking_lot
N/A,51.5643755,-0.2343556,Parking_lot
N/A,51.5741113,-0.0155206,Parking_lot
N/A,43.0011778,-81.232624,Parking_lot
N/A,51.3628706,-0.068118,Parking_lot
N/A,51.3598437,-0.0591634,Parking_lot
N/A,51.3598774,-0.058684,Parking_lot
N/A,51.3599066,-0.0581583,Parking_lot
N/A,51.4251004,-0.3353465,Parking_lot
N/A,51.4639583,-0.1173661,Parking_lot
N/A,51.3906576,-0.2997867,Parking_lot
QPark Soho,51.514145,-0.1374164,Parking_lot
N/A,51.5404127,-0.418889,Parking_lot
N/A,51.5440352,0.0036172,Parking_lot
Q-Park Leicester Square,51.509368,-0.1310265,Parking_lot
N/A,51.5717491,-0.0195546,Parking_lot
Sainsbury's Car Park,51.3686763,-0.1977392,Parking_lot
N/A,51.490326,-0.1564588,Parking_lot
N/A,51.4281773,-0.0947461,Parking_lot
N/A,51.428099,-0.0943978,Parking_lot
N/A,51.4303397,-0.0922694,Parking_lot
N/A,51.4290198,-0.0366598,Parking_lot
N/A,51.425183,-0.0385535,Parking_lot
N/A,51.4272924,-0.0380477,Parking_lot
N/A,51.4787318,-0.365371,Parking_lot
N/A,51.5973456,0.0943489,Parking_lot
N/A,51.5974514,0.0947856,Parking_lot
N/A,51.5454357,0.0029707,Parking_lot
N/A,51.5990845,-0.2448462,Parking_lot
N/A,51.5973501,-0.2443098,Parking_lot
Queensbury Station Car Park,51.5946609,-0.2861,Parking_lot
Kings Mall Car Park,51.4942791,-0.2277018,Parking_lot
N/A,51.6083598,-0.2770241,Parking_lot
N/A,51.3902228,-0.1123897,Parking_lot
